hour,day_of_week,month,demand_index,weather,event_nearby,driver_availability,competitor_price_index,trip_distance_km,is_holiday,surge_multiplier
22,4,1,4.31,0,0,0.749,0.819,16.1,0,1.1188
19,0,3,0.0,0,0,1.373,1.026,20.23,0,1.0
22,4,2,3.53,2,1,0.669,0.782,21.88,0,2.2597
20,5,1,11.89,0,0,1.176,0.939,1.14,0,1.0233
7,3,12,43.94,0,0,0.772,0.795,5.82,0,1.7852
7,5,6,73.7,0,1,0.889,0.718,8.67,0,2.7641
20,4,6,5.37,2,0,1.396,1.017,8.8,0,1.6254
6,0,9,68.06,0,0,1.003,0.91,3.18,0,1.9613
10,3,11,47.92,1,0,1.052,0.851,7.85,0,1.956
21,2,12,2.7,0,0,1.181,0.795,9.34,0,1.1296
12,1,8,22.53,1,0,0.75,0.952,1.24,0,1.8267
7,2,2,59.97,1,1,0.343,1.21,2.95,0,3.0361
8,0,11,50.12,0,0,1.638,0.989,2.64,0,1.1365
15,3,9,0.0,0,0,0.802,0.934,17.61,0,1.2903
4,2,6,48.34,0,1,0.9,1.185,11.68,0,2.2008
22,0,9,0.43,0,0,1.083,1.01,14.56,0,1.0
13,5,7,17.21,1,1,0.685,1.106,20.82,1,2.5539
0,6,8,44.04,1,0,0.987,0.844,7.77,0,2.0538
23,2,10,1.93,2,0,0.327,1.139,0.5,0,2.0798
18,6,7,2.9,0,0,0.953,0.916,4.34,0,1.0
16,1,8,0.0,0,0,1.465,1.057,7.6,0,1.0
21,5,9,12.28,1,0,0.73,1.086,6.61,0,1.5543
13,2,6,2.68,0,0,1.051,0.859,9.72,0,1.0731
12,2,10,15.53,0,0,0.641,0.851,3.8,0,1.4673
7,2,7,49.17,0,0,1.155,0.972,9.92,0,1.6586
2,0,2,21.12,0,0,0.844,0.978,14.71,1,1.737
0,3,7,12.68,1,0,0.486,1.169,0.52,0,1.6338
18,4,1,0.0,0,0,1.091,1.31,6.32,0,1.0776
14,0,11,2.77,2,1,0.1,0.899,0.73,0,2.578
20,5,10,5.69,1,0,0.974,1.256,7.33,0,1.4783
7,6,4,61.09,0,0,0.968,0.795,1.89,0,1.8412
8,4,10,59.52,2,0,0.805,1.273,11.76,0,2.7258
12,6,12,37.85,2,0,0.797,1.233,1.3,0,2.2138
11,5,3,36.79,1,0,1.511,0.846,0.5,0,1.5655
8,4,4,46.24,0,0,1.039,0.961,18.17,0,1.6125
19,2,12,0.0,2,0,0.938,0.958,4.8,0,1.4964
23,5,5,23.96,0,0,1.343,0.801,7.3,0,1.1599
10,1,10,33.88,0,0,0.467,0.899,9.77,0,1.7366
4,4,4,48.8,0,0,0.904,1.006,6.37,0,1.7489
18,5,4,0.73,1,0,0.795,1.021,5.28,0,1.4227
20,5,8,2.39,0,1,0.901,1.161,24.1,0,1.3085
17,4,2,0.0,0,0,1.255,1.154,4.84,0,1.0
10,2,1,25.23,0,0,1.34,1.155,7.33,0,1.2582
10,1,8,34.64,2,0,0.841,0.896,4.6,0,2.3315
5,6,12,63.26,0,0,1.158,1.235,4.41,0,1.631
0,2,11,22.8,0,0,1.088,1.062,0.66,0,1.3495
21,6,7,7.66,0,0,1.311,0.886,5.64,0,1.0
20,4,12,0.0,1,0,0.837,0.872,3.06,0,1.1721
8,5,2,72.08,0,0,0.411,0.811,20.07,0,2.431
6,0,3,52.15,1,1,1.168,1.115,7.93,0,2.4419
5,6,1,54.42,0,0,1.35,0.896,40.47,0,1.5877
22,5,11,17.75,1,0,0.552,1.006,7.09,0,1.7416
9,6,6,55.95,0,0,0.521,1.097,1.28,0,2.2673
4,6,4,60.16,1,0,1.098,0.634,2.13,0,2.0325
0,4,8,13.54,0,1,0.978,1.327,3.74,0,1.72
14,0,3,4.15,1,0,0.855,1.101,5.15,0,1.5861
4,3,1,47.32,0,1,0.729,0.979,25.62,1,2.644
19,1,10,0.0,0,0,0.863,1.171,1.06,0,1.0542
5,5,1,80.32,0,1,0.25,1.047,1.72,0,3.0135
4,6,6,65.83,0,0,1.005,0.766,8.45,0,1.8409
16,6,7,11.96,0,0,0.879,1.034,16.3,0,1.2926
17,3,8,0.0,0,0,1.279,0.9,8.88,0,1.0
3,2,1,48.01,0,0,1.15,1.118,18.43,0,1.7613
23,4,5,6.39,0,0,0.819,0.806,2.9,0,1.166
20,3,5,0.0,2,0,0.635,0.766,8.29,0,1.7954
22,1,6,15.01,0,0,1.316,1.163,6.75,0,1.0399
1,0,9,16.03,0,0,0.835,0.85,7.8,0,1.3852
7,0,3,47.15,0,0,0.738,0.942,9.62,0,1.701
4,2,11,39.65,1,0,0.799,0.949,25.78,1,2.1942
3,6,1,57.49,0,0,1.116,0.952,0.5,0,1.7596
21,2,3,0.0,1,1,0.692,1.13,10.22,1,2.4044
13,4,8,8.07,0,0,0.417,1.009,4.4,0,1.2499
3,6,10,58.94,2,0,1.274,0.913,21.43,0,2.3981
7,3,11,54.22,0,1,0.636,0.888,7.29,0,2.4583
2,4,3,41.19,0,1,0.581,1.026,22.61,0,2.4014
13,0,7,17.59,0,1,0.788,0.933,7.07,0,1.7462
17,0,9,0.0,2,1,0.211,0.682,7.26,0,2.6413
22,5,8,24.51,1,0,1.142,0.855,19.26,0,1.6944
11,3,11,26.96,0,0,1.009,1.102,13.06,0,1.2377
14,4,11,10.68,0,0,0.867,1.088,0.99,0,1.2873
19,6,5,0.0,2,0,0.869,0.6,0.9,1,2.1699
19,2,11,0.0,1,0,0.415,0.951,1.84,0,1.6623
8,3,11,40.2,0,0,0.862,1.085,19.19,0,1.625
1,5,8,59.36,0,0,0.996,0.983,3.66,0,1.8884
0,2,1,24.14,0,0,1.061,1.119,2.95,0,1.3733
14,6,2,14.98,0,0,0.545,1.024,1.14,0,1.6029
22,3,12,2.23,0,0,1.344,1.059,7.38,0,1.0
14,2,3,0.0,0,0,1.062,1.28,6.65,0,1.0
7,1,4,44.3,1,0,0.653,0.76,3.67,0,2.2654
2,0,1,35.69,2,0,1.022,1.119,11.64,0,2.3621
1,5,8,39.29,0,0,1.171,1.13,6.49,1,1.9759
3,3,4,42.86,0,0,0.798,1.044,21.11,0,1.7732
17,5,7,5.5,0,0,1.024,0.801,18.87,0,1.0
11,6,10,38.93,0,0,1.233,1.287,11.05,0,1.568
17,6,2,0.0,0,0,1.094,1.096,7.4,0,1.0386
20,1,6,0.0,0,0,0.768,1.044,1.29,0,1.0773
9,3,9,35.06,1,0,1.147,0.91,10.97,0,1.8084
20,0,7,0.0,0,0,0.681,0.847,17.05,0,1.1883
7,5,7,75.07,1,0,0.474,0.909,4.79,1,3.2508
17,0,3,0.0,1,0,0.752,1.144,0.5,0,1.5915
16,2,7,0.0,0,1,0.698,0.822,1.63,0,1.5973
18,5,12,0.9,0,0,1.235,0.851,4.35,0,1.0
5,0,9,48.7,0,1,0.968,0.842,26.28,0,2.1716
13,5,7,22.93,1,1,0.487,1.28,5.56,0,2.3944
4,5,2,69.87,0,0,0.787,1.182,2.46,0,2.2674
7,6,7,71.79,0,1,0.619,0.951,0.75,0,2.6161
7,0,10,40.84,1,0,0.37,1.04,5.56,0,2.2934
17,0,9,2.57,1,0,0.872,0.621,1.88,0,1.3794
8,4,7,52.34,1,0,0.549,0.994,34.57,0,2.3326
13,4,1,10.53,1,1,0.963,0.863,3.85,1,2.5623
13,0,7,17.26,0,1,0.574,0.824,10.67,0,1.8344
19,6,1,3.02,0,0,1.021,1.063,8.47,0,1.0
13,5,12,23.69,0,0,1.548,0.977,5.54,0,1.017
16,6,2,1.91,2,0,0.74,1.076,4.55,0,1.9863
1,5,9,57.87,0,1,0.588,1.091,18.14,0,2.5796
13,4,3,2.5,0,0,1.105,1.193,2.74,0,1.0299
21,6,8,8.91,0,0,1.237,1.178,9.0,0,1.0081
20,3,1,0.0,1,0,0.871,0.793,0.6,0,1.2614
11,5,9,29.39,0,1,0.549,1.133,6.74,0,1.9728
22,1,12,0.0,2,0,1.142,1.137,28.49,0,1.6418
15,1,10,0.0,0,0,1.031,1.231,10.13,0,1.0
21,4,6,0.0,0,1,0.513,0.6,2.49,0,1.5127
5,6,1,67.32,2,0,0.62,0.861,6.55,0,2.9611
17,1,7,4.4,2,0,0.612,1.037,17.26,0,2.1512
6,4,12,78.16,0,0,1.073,1.087,12.49,0,2.263
1,2,5,35.0,0,0,1.165,1.226,3.25,1,1.9792
12,5,5,38.68,0,0,1.089,1.052,25.37,0,1.4465
22,0,9,19.07,0,0,1.497,1.144,9.89,0,1.2243
7,1,6,49.17,1,0,0.88,0.939,21.02,0,2.2591
11,0,9,42.69,0,0,1.156,0.951,0.95,0,1.4345
0,6,12,41.69,0,0,0.891,1.174,4.27,0,1.7012
8,1,2,49.67,2,0,0.852,0.995,4.57,0,2.4658
7,3,4,50.07,0,0,0.967,0.942,10.7,0,1.6256
8,3,6,44.16,0,0,0.927,1.301,12.42,0,1.7515
4,4,3,50.66,2,0,1.122,1.085,3.59,0,2.3107
12,0,10,25.94,0,0,1.665,0.965,17.98,0,1.0264
13,4,12,8.89,1,0,0.922,0.891,4.93,0,1.3708
3,2,10,38.86,0,0,0.76,0.969,0.62,0,1.6827
16,4,3,0.0,1,0,1.275,0.973,2.29,0,1.0173
8,5,12,66.06,2,0,0.748,1.085,6.29,0,2.8212
19,6,10,10.43,1,0,0.516,1.345,11.0,0,1.7453
14,5,10,12.08,0,0,0.754,1.215,0.67,0,1.3508
19,4,1,0.0,1,1,0.454,1.101,9.82,0,2.2187
3,4,5,42.15,0,0,1.099,1.07,1.38,0,1.5634
1,1,6,50.96,1,1,0.864,0.88,15.51,0,2.454
12,1,4,10.91,0,0,1.3,1.094,2.33,0,1.0234
3,2,9,49.46,0,0,0.782,1.019,1.8,0,1.8554
17,0,6,0.0,0,0,0.876,0.961,8.45,0,1.0569
23,3,3,18.61,0,0,0.932,0.937,3.79,0,1.3122
15,6,7,7.09,1,0,0.822,1.016,7.86,0,1.3878
22,0,5,0.0,0,0,1.417,0.863,22.34,0,1.0
9,3,9,38.96,0,0,1.149,1.137,7.49,0,1.4972
1,1,11,18.06,2,1,0.67,1.205,8.36,0,2.6179
13,6,5,27.44,1,0,0.46,1.028,10.99,0,2.1242
1,4,11,25.55,0,1,1.137,1.038,10.16,0,1.6314
17,5,7,14.24,0,0,0.859,0.831,9.16,0,1.0769
0,2,6,22.32,0,1,0.891,0.947,12.34,0,1.796
12,6,12,35.06,1,1,0.663,1.065,3.74,0,2.2571
5,2,10,39.62,0,0,0.958,1.113,2.58,0,1.4889
21,5,3,12.88,0,0,0.488,1.095,1.97,0,1.4395
16,2,10,0.0,1,0,0.998,1.124,9.47,0,1.524
16,0,7,9.78,1,0,0.604,0.89,3.59,0,1.7055
21,1,4,0.0,0,1,0.892,0.923,7.94,0,1.4637
10,6,6,46.13,0,0,0.481,0.726,10.15,1,2.2071
5,1,6,58.98,0,0,0.955,0.88,5.22,0,1.8788
19,4,3,0.0,0,0,0.858,1.38,2.31,0,1.0449
2,6,2,42.23,2,0,0.687,1.007,17.11,0,2.5627
13,5,3,24.53,1,0,0.74,1.082,3.86,0,1.7395
5,5,8,62.54,0,0,1.146,0.932,1.03,0,1.748
16,0,1,0.0,2,0,0.828,1.076,5.98,0,1.8708
2,4,11,35.77,0,0,0.843,0.977,13.32,0,1.6088
16,3,3,1.72,0,0,0.877,1.098,9.95,0,1.0117
18,1,6,0.89,2,0,0.604,1.092,41.68,0,1.8228
17,2,12,0.0,1,0,0.581,0.804,1.32,0,1.575
4,6,12,45.68,0,0,1.138,0.765,5.4,0,1.6182
14,5,7,22.05,1,0,1.007,0.982,16.36,0,1.6906
2,4,12,46.11,0,0,1.092,1.003,29.39,1,2.0791
22,3,10,0.2,2,0,1.013,1.06,14.67,0,1.6792
7,2,12,51.15,0,1,1.044,1.045,1.09,0,2.1438
6,2,4,36.29,0,0,1.073,1.254,6.45,0,1.6175
17,4,8,0.0,1,0,0.542,0.953,3.92,1,1.8427
9,4,11,44.29,1,0,0.415,0.759,6.8,0,2.0522
22,4,8,3.48,1,0,1.359,0.863,7.31,0,1.2052
9,1,4,72.58,0,0,0.902,1.133,23.6,0,2.1348
18,5,4,0.0,0,0,0.848,0.869,39.32,0,1.0987
22,5,11,11.27,0,1,0.461,1.205,21.2,0,1.9001
0,0,5,29.02,0,0,0.349,1.203,6.23,0,1.8049
1,5,3,37.19,0,1,1.053,1.069,0.5,0,1.9454
0,4,6,33.87,0,0,0.966,0.957,5.21,0,1.3412
8,5,9,58.94,0,1,0.843,0.908,10.68,0,2.4062
14,1,2,5.94,1,0,1.131,1.173,8.49,0,1.177
17,6,3,3.44,0,0,1.066,1.049,23.83,1,1.6671
17,0,10,0.0,0,1,0.893,0.86,0.68,0,1.1051
21,6,11,8.26,1,0,1.042,1.009,13.97,1,1.9514
6,3,1,44.22,0,0,0.65,0.831,3.34,0,1.9956
13,0,6,14.62,0,1,0.886,1.254,5.83,0,1.672
17,1,11,0.0,0,0,1.012,0.931,12.14,0,1.1847
19,1,11,0.0,0,0,1.008,1.062,6.92,0,1.0
18,5,3,0.0,1,0,0.701,0.952,13.91,0,1.4652
4,0,1,37.75,0,0,1.032,1.071,11.16,0,1.5558
8,0,7,50.38,1,0,0.563,1.206,5.72,0,2.4143
17,5,12,2.15,1,0,0.522,1.182,3.61,0,1.9299
12,6,6,42.47,0,0,1.325,1.044,3.35,0,1.4668
4,1,10,45.92,0,0,0.914,1.214,1.0,0,1.6188
23,1,10,0.59,0,0,1.318,1.044,4.42,0,1.0
21,3,7,0.0,1,0,0.771,1.09,13.62,1,1.8803
19,1,7,4.43,0,0,0.8,0.955,23.19,0,1.1521
14,1,2,11.68,0,0,1.359,0.899,5.31,0,1.0763
23,2,4,2.72,2,1,0.771,0.977,3.11,0,2.2412
18,2,5,0.0,2,0,1.004,0.844,23.9,0,1.6588
19,2,9,0.0,0,0,1.033,0.892,0.5,0,1.0
10,4,11,44.56,0,0,1.539,0.864,7.14,0,1.2125
8,5,11,61.79,0,0,1.304,0.957,12.57,0,1.814
20,4,8,0.0,0,0,0.666,0.898,12.75,0,1.2924
21,1,8,4.21,0,0,1.328,0.829,7.54,0,1.0
15,2,9,0.0,0,1,0.895,1.028,1.78,0,1.5341
10,5,7,53.62,0,0,1.224,1.159,13.96,0,1.7718
1,3,11,24.27,1,0,1.1,0.787,2.98,0,1.4785
7,3,6,46.6,0,0,0.873,1.236,0.5,1,2.3482
22,6,9,10.23,0,0,0.554,1.04,8.25,0,1.3694
20,3,5,0.0,0,0,1.278,0.992,16.77,0,1.0
4,1,5,43.59,0,0,1.14,0.962,1.34,1,2.1092
10,5,3,52.1,0,0,1.004,1.227,4.75,0,1.7038
10,2,9,31.17,0,0,0.594,1.042,0.64,0,1.7507
8,1,2,39.15,0,1,1.172,0.726,9.05,0,1.8858
10,6,10,64.23,0,0,1.533,1.033,21.66,0,1.6153
4,6,3,71.02,0,0,0.82,0.723,11.66,0,2.2905
8,1,4,45.65,1,0,0.801,1.115,6.49,0,2.0022
0,3,12,25.98,0,0,0.986,1.241,21.07,0,1.4421
9,2,1,30.6,0,1,0.469,1.182,4.99,0,2.1515
7,4,2,62.13,0,1,0.796,0.754,12.23,0,2.4104
18,0,5,0.0,0,1,1.304,0.974,3.77,0,1.2607
15,1,6,6.39,0,0,1.044,1.236,6.42,0,1.0379
12,2,6,18.08,0,0,0.554,1.029,9.25,0,1.6214
23,0,3,17.85,0,0,1.3,1.094,3.14,0,1.1206
4,0,4,41.11,0,0,0.99,1.074,2.6,0,1.5361
17,6,11,16.26,1,0,0.757,0.889,1.87,0,1.6669
8,4,9,49.48,0,0,0.883,0.663,2.55,0,1.7268
3,4,1,33.97,0,1,1.244,0.978,10.71,0,1.6881
13,1,9,0.0,0,0,1.125,0.741,2.6,0,1.0
6,1,8,46.05,0,1,1.041,0.719,11.59,0,1.9442
11,2,4,26.66,1,0,1.105,1.105,12.14,0,1.5449
23,6,4,34.46,0,0,1.258,1.094,19.13,0,1.1257
6,4,5,50.71,0,1,0.766,1.015,8.9,0,2.1745
10,5,11,32.56,0,0,0.908,0.971,8.18,1,2.0693
21,6,10,19.09,0,0,1.204,0.969,4.31,0,1.0861
14,4,2,18.35,1,0,1.077,0.886,1.42,0,1.3544
6,5,7,74.35,0,0,0.852,1.062,6.34,0,2.2109
19,2,2,0.0,0,0,1.236,1.103,1.91,0,1.0
16,5,7,2.86,0,0,0.97,1.118,2.84,0,1.0
4,4,12,51.24,0,0,1.335,0.91,13.65,0,1.5069
7,3,5,55.17,0,0,1.208,0.861,4.04,0,1.7125
9,0,7,41.51,2,0,0.998,1.18,7.78,0,2.2542
5,3,1,36.1,0,0,0.926,1.226,0.5,1,2.121
20,0,9,0.0,1,0,0.79,0.842,1.67,0,1.4239
1,5,4,43.78,1,0,1.075,1.464,25.51,0,1.9237
4,2,10,38.97,0,0,0.844,0.883,6.31,0,1.7003
9,2,11,51.56,0,0,1.041,1.216,7.48,0,1.8508
2,0,8,33.8,0,0,0.937,0.863,8.68,0,1.5327
12,0,6,17.63,1,0,0.54,0.885,8.74,0,1.7409
15,0,4,11.16,1,0,0.718,1.012,13.03,0,1.5749
14,0,10,0.93,0,0,1.094,1.059,14.93,0,1.0113
1,1,8,20.72,1,0,0.498,1.074,5.5,1,2.4319
2,4,9,31.43,2,0,0.808,1.051,2.8,0,2.1979
19,4,5,0.0,2,0,0.917,1.06,0.5,0,1.7533
17,2,10,0.0,0,0,0.998,0.918,3.23,1,1.4359
19,1,8,0.0,1,0,1.136,0.887,0.5,0,1.2238
19,0,4,0.0,0,0,0.742,1.18,8.33,0,1.1872
14,1,10,17.84,0,0,1.041,0.938,0.91,0,1.1941
21,0,4,0.0,2,0,0.98,1.13,4.38,0,1.9168
4,5,9,68.48,0,1,0.698,1.021,25.52,0,2.7024
22,4,7,18.82,1,0,0.955,0.975,0.5,1,2.1778
10,0,5,24.66,2,1,0.1,1.021,9.65,0,3.098
22,5,7,11.84,0,0,0.487,1.052,8.26,0,1.6341
2,4,12,38.61,1,0,1.27,0.843,2.74,0,1.6458
8,0,1,41.7,0,0,0.796,0.933,0.5,0,1.7389
6,5,11,66.98,0,0,0.908,1.242,14.64,0,2.1114
22,6,2,17.06,1,0,1.33,1.059,16.12,0,1.335
1,2,4,32.12,0,0,0.954,1.064,0.69,0,1.6192
14,4,10,4.43,0,0,1.199,0.829,3.6,0,1.0
11,5,2,52.08,0,1,0.92,0.981,17.16,0,2.2873
15,2,6,15.53,1,0,0.671,0.82,5.62,0,1.6854
15,1,2,0.0,0,0,1.134,1.132,1.8,0,1.0
15,6,8,31.67,0,0,0.799,0.928,7.61,0,1.5545
18,0,11,3.79,0,0,1.553,0.992,1.75,1,1.352
2,1,7,39.74,0,0,1.056,0.845,14.14,0,1.6453
21,0,5,3.11,1,0,0.689,0.836,2.6,0,1.5855
19,4,10,0.0,0,0,1.253,1.198,4.77,0,1.0
3,0,11,28.74,1,0,0.96,0.864,23.33,0,1.7776
0,5,12,37.09,0,0,0.632,0.837,24.22,0,1.716
21,3,1,5.79,0,0,1.12,1.084,6.53,0,1.2247
7,3,11,45.87,2,0,0.541,0.671,8.22,0,2.6599
23,3,8,1.51,0,0,1.235,1.244,8.81,0,1.0
14,2,4,11.97,2,0,0.514,0.892,3.69,0,2.2736
23,3,4,26.81,0,1,0.578,0.96,15.07,0,2.0869
20,0,4,0.9,0,0,0.607,0.804,13.59,0,1.1862
21,1,1,0.0,0,0,1.253,1.093,14.02,0,1.0
4,2,10,46.9,0,1,0.734,0.69,14.98,0,2.2412
19,4,10,0.0,1,0,1.111,0.927,2.26,0,1.3215
11,6,2,48.44,0,0,0.937,1.076,4.18,0,1.5636
19,2,11,0.57,0,0,0.984,0.87,12.15,1,1.4402
19,5,7,10.54,1,0,0.818,0.902,12.73,0,1.4997
3,5,1,55.96,0,1,0.491,0.93,7.38,0,2.4812
21,1,5,4.92,0,0,0.931,0.972,7.01,0,1.1739
14,6,9,20.63,2,0,0.891,1.065,1.85,0,2.1132
5,3,8,58.28,1,0,0.907,1.305,2.72,0,2.1721
4,6,8,50.99,0,1,0.73,1.027,6.4,0,2.4187
10,1,5,40.73,2,0,0.674,1.214,12.36,0,2.3852
13,2,4,6.41,1,0,1.297,0.924,5.67,0,1.4287
10,2,10,42.03,1,0,0.747,0.883,17.53,0,1.9689
8,2,2,53.35,0,0,0.843,0.712,1.43,0,1.8141
23,1,1,17.76,0,0,0.863,0.734,3.31,0,1.4407
9,0,2,51.09,0,0,1.027,0.903,7.64,0,1.8014
5,0,7,58.7,0,0,0.959,1.066,10.13,0,1.9803
10,5,6,49.15,0,0,0.987,1.012,9.17,0,1.793
8,3,7,52.49,1,0,0.712,1.159,15.17,0,2.2992
4,6,10,47.87,0,0,0.94,0.984,0.5,0,1.7119
9,5,3,55.9,1,0,0.879,1.206,11.82,0,2.2173
19,4,5,0.0,1,0,0.969,1.046,11.42,0,1.2888
13,1,3,6.39,0,0,0.911,1.071,4.39,0,1.0
5,0,9,43.8,1,0,1.205,1.18,6.26,0,1.9449
3,3,8,45.7,0,0,0.816,1.005,8.16,0,1.7318
23,4,7,15.6,0,0,0.749,0.994,10.61,0,1.4481
22,3,6,2.18,1,0,1.08,1.259,27.39,0,1.3719
20,3,4,0.0,0,0,1.267,0.987,6.07,0,1.0
9,5,4,61.61,0,0,1.283,1.072,6.77,1,2.3079
21,5,2,4.37,1,0,0.782,1.047,5.49,0,1.4475
10,4,12,32.18,0,0,0.399,1.219,1.56,0,1.8114
15,6,11,4.8,0,0,0.97,1.287,2.11,0,1.0798
6,2,6,52.43,2,0,0.726,0.992,17.02,0,2.7566
17,0,6,0.0,0,0,0.878,0.92,2.39,0,1.1478
6,6,10,71.83,1,1,0.505,0.975,0.69,0,2.9619
23,0,2,10.64,2,0,0.965,1.047,11.17,0,1.7585
20,4,7,0.0,2,0,0.813,1.098,24.99,0,1.8341
14,0,10,0.0,0,0,1.053,1.001,8.05,0,1.0878
18,1,4,0.0,1,0,0.84,1.102,12.39,0,1.427
17,1,6,0.0,1,0,0.957,1.097,31.5,1,1.8448
14,1,11,0.0,0,0,1.297,1.134,4.28,0,1.0
17,4,12,0.0,0,0,1.385,1.115,16.73,1,1.1647
2,5,12,63.16,1,0,0.667,1.0,13.65,1,2.8993
0,3,6,24.11,0,0,1.295,1.07,9.23,0,1.2587
0,3,7,27.11,2,0,0.815,1.043,3.77,0,2.2515
6,2,12,49.14,0,1,1.456,1.154,0.61,0,1.9388
9,2,3,44.6,0,0,0.69,0.81,3.16,0,1.7533
11,1,5,36.52,0,0,1.556,0.835,2.66,0,1.1082
7,1,5,49.96,0,0,0.929,0.884,6.12,0,1.6052
21,4,4,6.25,0,0,0.842,1.059,11.61,0,1.2798
22,1,10,0.0,2,0,0.81,0.782,3.85,0,1.7657
16,1,10,7.23,0,0,1.012,0.918,16.78,0,1.0
13,1,12,25.34,0,0,1.218,1.116,6.71,0,1.0913
16,0,10,0.0,0,0,0.987,1.051,10.57,0,1.0735
20,3,11,0.0,0,0,0.951,0.821,1.85,0,1.1613
22,6,7,35.09,0,0,1.359,1.233,15.13,0,1.3808
5,0,5,52.53,1,0,0.892,1.031,3.06,0,2.1563
19,5,3,7.11,1,0,1.008,0.834,8.23,0,1.3933
16,1,4,0.0,0,0,1.062,0.931,0.93,0,1.0
19,6,2,4.31,0,0,1.318,1.102,16.33,0,1.0
7,1,12,56.77,0,0,0.989,1.24,5.07,0,1.8848
12,0,3,10.52,0,0,1.177,1.057,4.63,0,1.0252
15,0,5,2.31,0,0,1.08,0.858,5.73,0,1.0
11,4,1,28.98,0,1,1.144,1.291,5.59,0,1.8504
16,4,12,0.0,0,0,1.068,1.022,33.64,0,1.0
17,1,12,1.6,0,0,0.913,1.092,1.55,0,1.0
7,0,4,42.63,0,1,0.652,0.946,6.93,0,2.1693
17,5,12,5.81,1,1,0.315,0.75,0.76,0,2.2344
10,4,5,35.64,2,0,1.375,0.998,13.24,0,2.0842
12,6,5,37.41,0,0,0.988,1.096,8.36,0,1.5331
11,2,8,39.72,1,0,1.306,1.288,11.55,0,1.8738
14,0,3,0.0,0,0,0.755,0.914,15.09,0,1.0862
2,3,9,41.17,0,0,0.834,0.983,8.38,0,1.7808
2,6,4,55.68,0,0,0.938,0.904,2.5,1,2.4768
5,2,11,56.2,0,0,1.065,0.971,14.68,0,1.7078
2,2,10,37.05,0,0,1.263,0.985,0.5,0,1.4418
8,6,5,54.33,0,0,1.116,1.028,7.78,0,1.7419
10,5,2,57.59,2,1,0.465,1.06,5.51,1,3.7156
7,0,2,46.64,1,1,0.811,1.119,7.85,0,2.4841
3,6,11,66.13,0,0,0.61,1.332,17.53,0,2.2792
21,5,9,5.97,0,1,0.721,0.833,43.57,0,1.6138
23,6,9,40.97,1,0,0.84,0.874,6.52,0,2.0183
19,1,2,1.9,1,0,1.145,1.052,15.23,0,1.3321
14,3,1,1.86,0,1,0.39,0.946,10.2,0,1.5977
4,4,1,41.63,0,0,0.842,0.942,5.88,0,1.6702
6,5,12,62.54,2,0,1.176,1.061,3.68,0,2.6
7,4,9,49.75,0,0,1.416,0.905,6.39,0,1.337
6,1,12,52.4,1,0,0.966,0.9,12.42,0,2.0277
7,3,5,53.33,0,0,0.879,0.97,26.85,0,1.9519
3,5,3,57.41,1,0,0.671,0.996,7.54,0,2.1879
0,3,1,14.02,0,0,1.101,0.995,11.15,0,1.2214
21,2,4,0.0,1,1,1.161,0.715,17.93,0,1.4708
4,2,11,44.85,0,0,0.961,0.788,1.87,0,1.5264
10,3,3,55.58,0,0,1.377,0.845,5.82,0,1.4675
3,5,5,46.18,0,0,0.851,0.896,10.82,0,1.7595
1,5,10,59.3,1,1,0.775,0.974,0.74,0,2.6366
16,5,8,3.86,0,0,1.026,1.039,0.5,0,1.174
11,0,7,18.91,1,0,1.06,1.146,2.19,0,1.5713
1,5,11,40.77,0,0,0.959,1.02,18.49,0,1.5329
8,0,5,56.58,2,0,0.985,1.188,14.34,0,2.6229
5,0,10,58.32,0,0,0.688,1.001,1.88,0,2.2006
5,3,3,51.79,0,1,1.315,1.079,8.86,0,2.0245
17,4,5,0.0,2,0,1.292,1.147,3.54,0,1.5729
21,0,12,5.91,0,0,1.112,1.183,6.56,0,1.1902
2,4,11,38.14,0,1,0.804,1.171,1.14,0,2.1786
14,0,11,7.52,0,0,0.781,1.047,10.26,0,1.2546
6,3,1,39.66,0,1,0.789,1.229,8.75,0,2.1315
12,0,3,9.35,2,0,0.772,0.836,6.27,0,1.7487
9,5,2,54.92,0,0,0.856,1.078,4.64,0,1.7839
3,4,1,28.71,1,0,1.117,1.018,3.1,0,1.6101
15,1,5,0.0,0,0,0.79,0.695,2.5,0,1.2665
8,5,1,64.68,2,0,0.834,1.188,7.95,0,2.7898
20,4,2,0.0,0,1,0.1,1.179,8.63,0,2.0293
9,1,1,41.36,0,0,1.501,1.169,4.67,0,1.2867
18,5,10,3.7,1,0,0.913,0.885,25.24,0,1.4378
16,4,8,0.0,0,0,1.099,1.038,5.43,0,1.027
0,5,8,30.47,1,0,1.245,1.0,10.45,0,1.6623
12,5,1,24.89,0,0,0.83,0.649,2.23,0,1.2638
3,6,7,55.24,0,1,0.201,1.161,8.27,0,2.7705
14,6,3,17.32,1,1,0.352,1.153,50.54,0,2.4858
9,0,3,33.37,0,0,0.85,1.144,5.64,0,1.5444
19,0,2,2.05,1,1,0.67,0.725,0.74,0,1.7917
8,4,2,48.51,0,0,1.021,1.207,0.5,1,2.1366
7,0,10,38.95,0,0,1.099,0.79,2.6,0,1.41
19,0,6,0.0,0,0,1.013,0.987,10.6,0,1.0
5,3,5,46.39,1,0,0.758,0.906,11.68,0,2.113
22,2,6,13.01,2,0,1.019,0.982,7.06,0,1.9144
